Rating,RatingSource,imdbID
 6.9/10, Internet Movie Database,tt1006835
 2.4/10, Internet Movie Database,tt2554714
 6.3/10, Internet Movie Database,tt1090670
 5.5/10, Internet Movie Database,tt1990255
 5.0/10, Internet Movie Database,tt0206367
15%, Rotten Tomatoes,tt0206367
 27/100, Metacritic,tt0206367
 7.6/10, Internet Movie Database,tt0046287
 6.8/10, Internet Movie Database,tt0025597
 7.2/10, Internet Movie Database,tt0288410
 7.4/10, Internet Movie Database,tt0021959
 6.9/10, Internet Movie Database,tt0800262
 7.1/10, Internet Movie Database,tt0928078
 5.4/10, Internet Movie Database,tt0098347
13%, Rotten Tomatoes,tt0098347
 5.9/10, Internet Movie Database,tt0042967
 5.8/10, Internet Movie Database,tt1080813
 5.1/10, Internet Movie Database,tt0069796
 4.8/10, Internet Movie Database,tt0043064
 6.8/10, Internet Movie Database,tt0053230
 3.7/10, Internet Movie Database,tt0058512
 5.3/10, Internet Movie Database,tt1093394
 7.3/10, Internet Movie Database,tt1621642
 7.9/10, Internet Movie Database,tt0874311
 7.8/10, Internet Movie Database,tt1149397
 7.3/10, Internet Movie Database,tt6135424
 7.0/10, Internet Movie Database,tt1181793
 7.5/10, Internet Movie Database,tt2391934
 6.6/10, Internet Movie Database,tt0481637
 6.9/10, Internet Movie Database,tt0032124
 6.4/10, Internet Movie Database,tt0102020
 5.7/10, Internet Movie Database,tt1854269
 4.0/10, Internet Movie Database,tt0009696
 6.4/10, Internet Movie Database,tt2140619
40%, Rotten Tomatoes,tt2140619
 45/100, Metacritic,tt2140619
 6.1/10, Internet Movie Database,tt0452684
 6.5/10, Internet Movie Database,tt0211467
 5.9/10, Internet Movie Database,tt1433235
 3.1/10, Internet Movie Database,tt1542846
 7.0/10, Internet Movie Database,tt2756554
 5.9/10, Internet Movie Database,tt0050547
 7.6/10, Internet Movie Database,tt0397019
 6.2/10, Internet Movie Database,tt0127257
 6.2/10, Internet Movie Database,tt3289518
 5.6/10, Internet Movie Database,tt2241213
 6.9/10, Internet Movie Database,tt5440594
 3.5/10, Internet Movie Database,tt0105289
 7.4/10, Internet Movie Database,tt0302300
 6.1/10, Internet Movie Database,tt0161677
 6.7/10, Internet Movie Database,tt1676902
 8.6/10, Internet Movie Database,tt5115318
 6.3/10, Internet Movie Database,tt1934440
 3.6/10, Internet Movie Database,tt1653884
 4.1/10, Internet Movie Database,tt0296148
 6.5/10, Internet Movie Database,tt1377268
 8.5/10, Internet Movie Database,tt3136458
 6.0/10, Internet Movie Database,tt0092825
 6.2/10, Internet Movie Database,tt0232671
 8.1/10, Internet Movie Database,tt0180443
 5.0/10, Internet Movie Database,tt0337239
 7.2/10, Internet Movie Database,tt0115892
 5.1/10, Internet Movie Database,tt2089752
 4.7/10, Internet Movie Database,tt4109058
 7.3/10, Internet Movie Database,tt5869620
 7.4/10, Internet Movie Database,tt0818844
 5.4/10, Internet Movie Database,tt1421375
 6.1/10, Internet Movie Database,tt0161862
 6.9/10, Internet Movie Database,tt0365601
 2.3/10, Internet Movie Database,tt0447448
 5.5/10, Internet Movie Database,tt0094134
 6.2/10, Internet Movie Database,tt0288655
 5.4/10, Internet Movie Database,tt0140980
 5.3/10, Internet Movie Database,tt0019288
 7.2/10, Internet Movie Database,tt1305027
60%, Rotten Tomatoes,tt1305027
 57/100, Metacritic,tt1305027
 3.9/10, Internet Movie Database,tt1919131
 5.9/10, Internet Movie Database,tt0001217
 8.0/10, Internet Movie Database,tt1774269
 7.7/10, Internet Movie Database,tt1709101
 5.4/10, Internet Movie Database,tt0100566
 6.1/10, Internet Movie Database,tt5493392
 6.5/10, Internet Movie Database,tt0099159
 4.1/10, Internet Movie Database,tt0102534
 5.7/10, Internet Movie Database,tt0811126
 5.8/10, Internet Movie Database,tt0219477
 6.4/10, Internet Movie Database,tt1134589
 5.0/10, Internet Movie Database,tt0818671
 6.2/10, Internet Movie Database,tt0227570
 8.9/10, Internet Movie Database,tt0486991
 8.6/10, Internet Movie Database,tt0326969
100%, Rotten Tomatoes,tt0326969
 7.1/10, Internet Movie Database,tt1776196
85%, Rotten Tomatoes,tt1776196
 54/100, Metacritic,tt1776196
 3.2/10, Internet Movie Database,tt2309945
 8.2/10, Internet Movie Database,tt0333235
 6.7/10, Internet Movie Database,tt2471172
 6.7/10, Internet Movie Database,tt0044643
 6.6/10, Internet Movie Database,tt0046426
 6.5/10, Internet Movie Database,tt3754322
 4.8/10, Internet Movie Database,tt0221290
 7.2/10, Internet Movie Database,tt0053867
 5.6/10, Internet Movie Database,tt4970038
 7.6/10, Internet Movie Database,tt0346651
 9.0/10, Internet Movie Database,tt3908390
 6.0/10, Internet Movie Database,tt0024779
 6.6/10, Internet Movie Database,tt0018106
 5.8/10, Internet Movie Database,tt0980999
60%, Rotten Tomatoes,tt0980999
 6.4/10, Internet Movie Database,tt0468563
 6.9/10, Internet Movie Database,tt1621427
 30/100, Metacritic,tt1621427
 8.9/10, Internet Movie Database,tt3659066
 5.4/10, Internet Movie Database,tt0170618
 7.4/10, Internet Movie Database,tt1886598
 5.5/10, Internet Movie Database,tt0173666
 7.2/10, Internet Movie Database,tt0204714
84%, Rotten Tomatoes,tt5067182
 6.6/10, Internet Movie Database,tt0440532
 4.4/10, Internet Movie Database,tt1401236
 7.0/10, Internet Movie Database,tt3398198
 4.3/10, Internet Movie Database,tt0073794
 4.0/10, Internet Movie Database,tt2025613
 6.2/10, Internet Movie Database,tt0923779
 4.6/10, Internet Movie Database,tt0113388
 6.6/10, Internet Movie Database,tt2144960
 6.1/10, Internet Movie Database,tt0814339
 5.4/10, Internet Movie Database,tt0240400
 6.7/10, Internet Movie Database,tt0365068
 7.4/10, Internet Movie Database,tt0333040
 8.4/10, Internet Movie Database,tt0426634
 7.3/10, Internet Movie Database,tt0089320
 8.5/10, Internet Movie Database,tt3502416
 7.0/10, Internet Movie Database,tt4738956
 6.4/10, Internet Movie Database,tt0007454
 7.5/10, Internet Movie Database,tt0088074
77%, Rotten Tomatoes,tt0088074
 6.6/10, Internet Movie Database,tt0061325
 7.7/10, Internet Movie Database,tt0076857
 7.2/10, Internet Movie Database,tt1919174
 8.0/10, Internet Movie Database,tt1180577
 4.6/10, Internet Movie Database,tt0114770
 6.4/10, Internet Movie Database,tt0011735
 8.2/10, Internet Movie Database,tt4860694
 6.4/10, Internet Movie Database,tt0272777
 8.5/10, Internet Movie Database,tt1764340
 6.5/10, Internet Movie Database,tt0058239
 3.3/10, Internet Movie Database,tt1314294
 6.9/10, Internet Movie Database,tt1436007
 6.0/10, Internet Movie Database,tt0780053
 7.1/10, Internet Movie Database,tt0271032
 5.8/10, Internet Movie Database,tt0204676
 5.8/10, Internet Movie Database,tt1546420
 6.1/10, Internet Movie Database,tt5686846
100%, Rotten Tomatoes,tt5686846
 5.3/10, Internet Movie Database,tt0029289
 5.7/10, Internet Movie Database,tt0067487
 7.3/10, Internet Movie Database,tt0122591
 7.1/10, Internet Movie Database,tt0818514
 7.7/10, Internet Movie Database,tt3528498
86%, Rotten Tomatoes,tt3528498
 5.3/10, Internet Movie Database,tt0081657
 6.7/10, Internet Movie Database,tt0450002
 2.6/10, Internet Movie Database,tt5960022
 6.1/10, Internet Movie Database,tt2819436
 3.7/10, Internet Movie Database,tt0029783
 5.3/10, Internet Movie Database,tt0074985
 6.9/10, Internet Movie Database,tt0087286
 8.1/10, Internet Movie Database,tt2073616
 7.1/10, Internet Movie Database,tt1460738
 8.4/10, Internet Movie Database,tt3442702
 6.5/10, Internet Movie Database,tt1010025
 5.8/10, Internet Movie Database,tt0261429
 6.3/10, Internet Movie Database,tt0160039
 6.9/10, Internet Movie Database,tt0048303
 5.8/10, Internet Movie Database,tt1668003
 3.5/10, Internet Movie Database,tt2448852
 2.8/10, Internet Movie Database,tt2362110
 5.9/10, Internet Movie Database,tt1670252
 6.6/10, Internet Movie Database,tt0395091
 5.8/10, Internet Movie Database,tt0056259
 6.0/10, Internet Movie Database,tt0049182
80%, Rotten Tomatoes,tt0049182
 9.0/10, Internet Movie Database,tt2214985
 8.4/10, Internet Movie Database,tt1603315
 6.6/10, Internet Movie Database,tt0253131
 4.0/10, Internet Movie Database,tt2297108
 5.1/10, Internet Movie Database,tt2241403
 5.7/10, Internet Movie Database,tt1655461
 7.4/10, Internet Movie Database,tt0756639
 8.3/10, Internet Movie Database,tt1835919
 8.4/10, Internet Movie Database,tt1320302
 2.8/10, Internet Movie Database,tt0274863
 7.0/10, Internet Movie Database,tt0125663
 7.4/10, Internet Movie Database,tt0280046
 7.0/10, Internet Movie Database,tt0086505
 8.6/10, Internet Movie Database,tt1360803
 5.6/10, Internet Movie Database,tt0017013
 4.8/10, Internet Movie Database,tt3503410
 5.1/10, Internet Movie Database,tt0126359
 6.3/10, Internet Movie Database,tt0188757
50%, Rotten Tomatoes,tt0188757
 32/100, Metacritic,tt0188757
 7.8/10, Internet Movie Database,tt0034591
100%, Rotten Tomatoes,tt0034591
 5.4/10, Internet Movie Database,tt0097893
 5.9/10, Internet Movie Database,tt1674225
 5.6/10, Internet Movie Database,tt0843843
 8.6/10, Internet Movie Database,tt0120005
 6.0/10, Internet Movie Database,tt0059405
 7.4/10, Internet Movie Database,tt0126409
 7.7/10, Internet Movie Database,tt1997389
 6.0/10, Internet Movie Database,tt0018887
 8.3/10, Internet Movie Database,tt1645089
98%, Rotten Tomatoes,tt1645089
 88/100, Metacritic,tt1645089
 4.8/10, Internet Movie Database,tt0090599
 6.8/10, Internet Movie Database,tt0348387
 4.9/10, Internet Movie Database,tt0828464
 6.9/10, Internet Movie Database,tt3563662
 5.8/10, Internet Movie Database,tt3118968
 6.2/10, Internet Movie Database,tt1270267
 4.4/10, Internet Movie Database,tt0126819
 6.3/10, Internet Movie Database,tt2144820
 8.5/10, Internet Movie Database,tt5970032
 5.7/10, Internet Movie Database,tt1815943
 6.1/10, Internet Movie Database,tt0366900
 7.6/10, Internet Movie Database,tt2625054
 4.8/10, Internet Movie Database,tt0401372
 7.4/10, Internet Movie Database,tt3699390
 4.4/10, Internet Movie Database,tt0023000
 6.9/10, Internet Movie Database,tt0366994
 6.9/10, Internet Movie Database,tt0083313
 6.2/10, Internet Movie Database,tt0117166
 4.0/10, Internet Movie Database,tt0352375
 8.8/10, Internet Movie Database,tt1594445
 8.6/10, Internet Movie Database,tt2190199
 5.3/10, Internet Movie Database,tt0273539
 6.3/10, Internet Movie Database,tt1086339
 5.7/10, Internet Movie Database,tt3819684
 6.4/10, Internet Movie Database,tt5863634
 5.3/10, Internet Movie Database,tt1137437
33%, Rotten Tomatoes,tt1137437
 4.9/10, Internet Movie Database,tt0061451
 4.7/10, Internet Movie Database,tt0837795
 7.1/10, Internet Movie Database,tt3156558
 5.3/10, Internet Movie Database,tt0036114
 7.3/10, Internet Movie Database,tt2147317
 7.2/10, Internet Movie Database,tt2931072
 6.0/10, Internet Movie Database,tt2013233
 7.4/10, Internet Movie Database,tt1841564
 7.0/10, Internet Movie Database,tt2248859
 5.1/10, Internet Movie Database,tt0314469
 5.5/10, Internet Movie Database,tt1488016
 7.1/10, Internet Movie Database,tt0403655
 5.7/10, Internet Movie Database,tt0031908
 6.7/10, Internet Movie Database,tt0449660
 6.1/10, Internet Movie Database,tt0117426
 6.3/10, Internet Movie Database,tt0962530
 3.4/10, Internet Movie Database,tt0306496
 7.2/10, Internet Movie Database,tt0226021
 5.2/10, Internet Movie Database,tt0481412
 3.2/10, Internet Movie Database,tt0066553
 7.8/10, Internet Movie Database,tt1351189
 5.9/10, Internet Movie Database,tt0460595
 7.2/10, Internet Movie Database,tt0085246
 7.0/10, Internet Movie Database,tt0247900
 7.2/10, Internet Movie Database,tt0137527
 6.2/10, Internet Movie Database,tt1043853
 7.0/10, Internet Movie Database,tt0412792
 6.1/10, Internet Movie Database,tt0113265
 7.9/10, Internet Movie Database,tt0388324
 6.9/10, Internet Movie Database,tt2392562
 5.8/10, Internet Movie Database,tt0215054
 4.7/10, Internet Movie Database,tt0029649
 5.8/10, Internet Movie Database,tt0296893
 7.9/10, Internet Movie Database,tt1206544
 7.6/10, Internet Movie Database,tt0359131
 6.8/10, Internet Movie Database,tt2448880
 1.9/10, Internet Movie Database,tt6633012
 7.1/10, Internet Movie Database,tt1056477
 7.2/10, Internet Movie Database,tt0091149
81%, Rotten Tomatoes,tt0091149
 6.0/10, Internet Movie Database,tt0491545
 4.9/10, Internet Movie Database,tt0182263
 4.9/10, Internet Movie Database,tt0019684
 7.4/10, Internet Movie Database,tt0832886
 6.2/10, Internet Movie Database,tt0222768
 5.8/10, Internet Movie Database,tt0050599
 7.1/10, Internet Movie Database,tt0015498
 7.4/10, Internet Movie Database,tt1518315
 6.8/10, Internet Movie Database,tt0263499
 6.4/10, Internet Movie Database,tt1245891
 6.7/10, Internet Movie Database,tt0044390
 9.0/10, Internet Movie Database,tt0811617
 6.1/10, Internet Movie Database,tt0408832
 7.4/10, Internet Movie Database,tt0064507
 8.6/10, Internet Movie Database,tt1694009
 8.6/10, Internet Movie Database,tt0445074
 7.4/10, Internet Movie Database,tt0360804
 7.2/10, Internet Movie Database,tt0089920
 7.3/10, Internet Movie Database,tt3469964
 8.4/10, Internet Movie Database,tt0174633
 5.5/10, Internet Movie Database,tt0454808
 7.0/10, Internet Movie Database,tt7472924
 6.9/10, Internet Movie Database,tt0262652
 6.8/10, Internet Movie Database,tt2002714
 5.1/10, Internet Movie Database,tt0025651
 4.6/10, Internet Movie Database,tt0208256
 6.4/10, Internet Movie Database,tt0134146
 4.8/10, Internet Movie Database,tt2355924
 5.6/10, Internet Movie Database,tt0178233
 7.3/10, Internet Movie Database,tt4181412
 6.6/10, Internet Movie Database,tt0318116
 5.2/10, Internet Movie Database,tt4425402
 4.8/10, Internet Movie Database,tt1842468
 7.0/10, Internet Movie Database,tt0823685
 6.0/10, Internet Movie Database,tt0033011
 6.8/10, Internet Movie Database,tt1559323
 8.3/10, Internet Movie Database,tt2361589
 7.3/10, Internet Movie Database,tt0063371
 5.3/10, Internet Movie Database,tt4690052
 8.5/10, Internet Movie Database,tt0846105
 7.2/10, Internet Movie Database,tt4692234
100%, Rotten Tomatoes,tt4692234
 81/100, Metacritic,tt4692234
 7.4/10, Internet Movie Database,tt0387697
 2.5/10, Internet Movie Database,tt0462308
 7.8/10, Internet Movie Database,tt0986273
 4.9/10, Internet Movie Database,tt0469814
 6.0/10, Internet Movie Database,tt0114917
 6.8/10, Internet Movie Database,tt0127925
 5.5/10, Internet Movie Database,tt0326537
 5.4/10, Internet Movie Database,tt0030763
 7.3/10, Internet Movie Database,tt0021873
91%, Rotten Tomatoes,tt0021873
 7.6/10, Internet Movie Database,tt0433639
 5.5/10, Internet Movie Database,tt0234748
 6.4/10, Internet Movie Database,tt7364706
 6.9/10, Internet Movie Database,tt2780714
57%, Rotten Tomatoes,tt2780714
 62/100, Metacritic,tt2780714
 6.6/10, Internet Movie Database,tt0403167
 6.1/10, Internet Movie Database,tt7207076
 7.7/10, Internet Movie Database,tt0048181
 7.2/10, Internet Movie Database,tt0335345
49%, Rotten Tomatoes,tt0335345
 47/100, Metacritic,tt0335345
 5.3/10, Internet Movie Database,tt0088859
 5.8/10, Internet Movie Database,tt0903663
 5.0/10, Internet Movie Database,tt0109480
15%, Rotten Tomatoes,tt0109480
 6.7/10, Internet Movie Database,tt2058631
 5.7/10, Internet Movie Database,tt0127846
 6.6/10, Internet Movie Database,tt0034297
 6.6/10, Internet Movie Database,tt3415554
 7.7/10, Internet Movie Database,tt0452623
94%, Rotten Tomatoes,tt0452623
 72/100, Metacritic,tt0452623
 6.2/10, Internet Movie Database,tt0167015
 6.2/10, Internet Movie Database,tt6318202
 6.6/10, Internet Movie Database,tt1863300
 6.8/10, Internet Movie Database,tt0025630
 7.1/10, Internet Movie Database,tt2175713
 8.6/10, Internet Movie Database,tt1702383
 6.9/10, Internet Movie Database,tt0091983
89%, Rotten Tomatoes,tt0091983
 73/100, Metacritic,tt0091983
 6.6/10, Internet Movie Database,tt2396396
 8.6/10, Internet Movie Database,tt6246170
 5.8/10, Internet Movie Database,tt0466239
 3.2/10, Internet Movie Database,tt2379386
 6.8/10, Internet Movie Database,tt0057878
 7.0/10, Internet Movie Database,tt0057928
 4.3/10, Internet Movie Database,tt2049383
 6.2/10, Internet Movie Database,tt0132679
 7.5/10, Internet Movie Database,tt0477091
 7.1/10, Internet Movie Database,tt0226195
 8.1/10, Internet Movie Database,tt0106514
 6.6/10, Internet Movie Database,tt0000624
 5.8/10, Internet Movie Database,tt4312762
 4.1/10, Internet Movie Database,tt1164730
 8.5/10, Internet Movie Database,tt0110603
 4.3/10, Internet Movie Database,tt0105410
 5.8/10, Internet Movie Database,tt0192792
 6.4/10, Internet Movie Database,tt0945556
 7.5/10, Internet Movie Database,tt1422032
88%, Rotten Tomatoes,tt1422032
 69/100, Metacritic,tt1422032
 8.4/10, Internet Movie Database,tt1072451
 7.5/10, Internet Movie Database,tt2377700
 6.9/10, Internet Movie Database,tt0161293
 5.4/10, Internet Movie Database,tt0073871
 6.0/10, Internet Movie Database,tt0133449
 6.1/10, Internet Movie Database,tt0027564
 5.0/10, Internet Movie Database,tt0149587
 7.0/10, Internet Movie Database,tt0039463
 4.7/10, Internet Movie Database,tt0056252
 5.7/10, Internet Movie Database,tt2169662
 8.0/10, Internet Movie Database,tt1308751
 5.7/10, Internet Movie Database,tt0067725
 7.3/10, Internet Movie Database,tt2150497
 5.8/10, Internet Movie Database,tt0359352
 6.7/10, Internet Movie Database,tt3344694
32%, Rotten Tomatoes,tt3344694
 37/100, Metacritic,tt3344694
 5.8/10, Internet Movie Database,tt2646276
 6.3/10, Internet Movie Database,tt0152998
 7.8/10, Internet Movie Database,tt0863082
 5.6/10, Internet Movie Database,tt2758904
11%, Rotten Tomatoes,tt2758904
 22/100, Metacritic,tt2758904
 3.3/10, Internet Movie Database,tt4302990
 4.5/10, Internet Movie Database,tt2357211
 5.5/10, Internet Movie Database,tt0385731
 7.1/10, Internet Movie Database,tt1409748
 7.5/10, Internet Movie Database,tt3348360
 7.5/10, Internet Movie Database,tt0072843
 5.8/10, Internet Movie Database,tt2978822
 5.8/10, Internet Movie Database,tt0096935
 5.7/10, Internet Movie Database,tt0497141
 8.2/10, Internet Movie Database,tt0429261
 7.8/10, Internet Movie Database,tt0287738
 1.9/10, Internet Movie Database,tt4157838
 6.4/10, Internet Movie Database,tt0308312
 7.4/10, Internet Movie Database,tt0449039
 7.6/10, Internet Movie Database,tt2732092
 7.8/10, Internet Movie Database,tt3089974
 3.3/10, Internet Movie Database,tt0149675
 6.4/10, Internet Movie Database,tt0145800
 8.9/10, Internet Movie Database,tt1177164
 6.1/10, Internet Movie Database,tt0063149
 8.0/10, Internet Movie Database,tt0206038
 3.4/10, Internet Movie Database,tt0355537
 7.4/10, Internet Movie Database,tt1293771
 6.3/10, Internet Movie Database,tt0016123
 8.3/10, Internet Movie Database,tt0163403
 5.6/10, Internet Movie Database,tt0176350
 9.2/10, Internet Movie Database,tt2932256
 6.2/10, Internet Movie Database,tt0121301
 6.5/10, Internet Movie Database,tt1943015
 6.6/10, Internet Movie Database,tt0092205
60%, Rotten Tomatoes,tt0092205
 4.3/10, Internet Movie Database,tt0055463
 7.9/10, Internet Movie Database,tt1413939
 8.5/10, Internet Movie Database,tt0129612
94%, Rotten Tomatoes,tt4338724
 6.9/10, Internet Movie Database,tt0376165
 8.6/10, Internet Movie Database,tt0230474
 5.4/10, Internet Movie Database,tt0301411
 8.0/10, Internet Movie Database,tt1169139
 6.8/10, Internet Movie Database,tt0075098
 6.4/10, Internet Movie Database,tt0152748
 5.8/10, Internet Movie Database,tt0047789
 4.6/10, Internet Movie Database,tt0039922
 5.6/10, Internet Movie Database,tt0035183
 6.5/10, Internet Movie Database,tt1080695
 7.2/10, Internet Movie Database,tt0053251
 5.2/10, Internet Movie Database,tt0204252
 5.0/10, Internet Movie Database,tt0098441
 5.4/10, Internet Movie Database,tt1175495
 6.7/10, Internet Movie Database,tt2396350
 7.5/10, Internet Movie Database,tt1316073
 6.9/10, Internet Movie Database,tt0843483
 4.6/10, Internet Movie Database,tt2218120
 5.3/10, Internet Movie Database,tt0000910
 7.0/10, Internet Movie Database,tt0055232
 8.8/10, Internet Movie Database,tt2093213
 6.6/10, Internet Movie Database,tt0275733
 7.3/10, Internet Movie Database,tt1754331
 3.8/10, Internet Movie Database,tt1393737
 6.2/10, Internet Movie Database,tt0097126
 6.4/10, Internet Movie Database,tt0277387
 7.5/10, Internet Movie Database,tt4419834
 7.1/10, Internet Movie Database,tt5946726
 6.1/10, Internet Movie Database,tt0310600
 6.6/10, Internet Movie Database,tt0021607
 3.1/10, Internet Movie Database,tt0156706
 5.0/10, Internet Movie Database,tt1243959
 9.0/10, Internet Movie Database,tt2149730
 5.2/10, Internet Movie Database,tt0264150
14%, Rotten Tomatoes,tt0264150
 27/100, Metacritic,tt0264150
 6.9/10, Internet Movie Database,tt2372213
 6.1/10, Internet Movie Database,tt3433160
 7.8/10, Internet Movie Database,tt0316877
 6.9/10, Internet Movie Database,tt0493172
 5.4/10, Internet Movie Database,tt0171806
 4.5/10, Internet Movie Database,tt0471668
 9.0/10, Internet Movie Database,tt1541650
 5.9/10, Internet Movie Database,tt0108610
 8.3/10, Internet Movie Database,tt1547653
 8.7/10, Internet Movie Database,tt0070882
 7.0/10, Internet Movie Database,tt2723180
 2.9/10, Internet Movie Database,tt1975146
 4.8/10, Internet Movie Database,tt1100119
46%, Rotten Tomatoes,tt1100119
 53/100, Metacritic,tt1100119
 6.6/10, Internet Movie Database,tt0223605
 6.9/10, Internet Movie Database,tt0017292
 7.1/10, Internet Movie Database,tt0395247
 7.1/10, Internet Movie Database,tt2393192
 7.6/10, Internet Movie Database,tt0450110
 7.4/10, Internet Movie Database,tt0050732
 7.2/10, Internet Movie Database,tt0025071
 5.3/10, Internet Movie Database,tt1845848
 8.0/10, Internet Movie Database,tt1855256
 4.2/10, Internet Movie Database,tt0415706
 7.0/10, Internet Movie Database,tt1634072
 8.1/10, Internet Movie Database,tt1095496
 7.2/10, Internet Movie Database,tt0162909
100%, Rotten Tomatoes,tt0162909
 67/100, Metacritic,tt0162909
 7.8/10, Internet Movie Database,tt0274213
 5.9/10, Internet Movie Database,tt0111329
 6.2/10, Internet Movie Database,tt2401866
 5.8/10, Internet Movie Database,tt1489248
 4.6/10, Internet Movie Database,tt0827776
 7.1/10, Internet Movie Database,tt3801362
 4.3/10, Internet Movie Database,tt3533376
 5.8/10, Internet Movie Database,tt0996433
 4.8/10, Internet Movie Database,tt2125681
 6.8/10, Internet Movie Database,tt0427882
 6.4/10, Internet Movie Database,tt4202124
 6.5/10, Internet Movie Database,tt0082614
 8.7/10, Internet Movie Database,tt2565216
 6.2/10, Internet Movie Database,tt0015290
 4.9/10, Internet Movie Database,tt2599786
 6.2/10, Internet Movie Database,tt0024609
 6.9/10, Internet Movie Database,tt3026908
 8.5/10, Internet Movie Database,tt1434460
 8.4/10, Internet Movie Database,tt2179125
 7.7/10, Internet Movie Database,tt2270788
 4.3/10, Internet Movie Database,tt2266703
 3.2/10, Internet Movie Database,tt1116047
 7.0/10, Internet Movie Database,tt5757546
 7.0/10, Internet Movie Database,tt4065842
 7.1/10, Internet Movie Database,tt0435646
 7.6/10, Internet Movie Database,tt1297819
 9.1/10, Internet Movie Database,tt1182607
 5.4/10, Internet Movie Database,tt0210567
16%, Rotten Tomatoes,tt0210567
 23/100, Metacritic,tt0210567
 4.5/10, Internet Movie Database,tt1068802
 6.4/10, Internet Movie Database,tt0206461
 6.8/10, Internet Movie Database,tt0297876
86%, Rotten Tomatoes,tt0297876
 63/100, Metacritic,tt0297876
 7.5/10, Internet Movie Database,tt0426421
 6.9/10, Internet Movie Database,tt0268601
 5.3/10, Internet Movie Database,tt1937316
 8.2/10, Internet Movie Database,tt1645988
 5.4/10, Internet Movie Database,tt0229361
 7.2/10, Internet Movie Database,tt0134500
 8.8/10, Internet Movie Database,tt1665805
 7.4/10, Internet Movie Database,tt0413055
 2.1/10, Internet Movie Database,tt3043922
 7.0/10, Internet Movie Database,tt0255419
 7.2/10, Internet Movie Database,tt0391756
 5.4/10, Internet Movie Database,tt0175087
 7.6/10, Internet Movie Database,tt0417015
 7.9/10, Internet Movie Database,tt1928283
 5.3/10, Internet Movie Database,tt0127031
 4.5/10, Internet Movie Database,tt0450137
 7.6/10, Internet Movie Database,tt0259304
 4.5/10, Internet Movie Database,tt1732504
 5.0/10, Internet Movie Database,tt0103977
13%, Rotten Tomatoes,tt0103977
 6.8/10, Internet Movie Database,tt4191768
 4.4/10, Internet Movie Database,tt0110899
 6.0/10, Internet Movie Database,tt0100204
 7.5/10, Internet Movie Database,tt0268528
 7.1/10, Internet Movie Database,tt0201675
 7.0/10, Internet Movie Database,tt1069956
 7.4/10, Internet Movie Database,tt0019901
71%, Rotten Tomatoes,tt0019901
 5.9/10, Internet Movie Database,tt0211906
 4.1/10, Internet Movie Database,tt0389912
 6.4/10, Internet Movie Database,tt0139732
 5.4/10, Internet Movie Database,tt1600101
 5.3/10, Internet Movie Database,tt0145600
 6.7/10, Internet Movie Database,tt0116442
75%, Rotten Tomatoes,tt0116442
 6.1/10, Internet Movie Database,tt0031732
 3.1/10, Internet Movie Database,tt0368029
 6.9/10, Internet Movie Database,tt0066530
 7.3/10, Internet Movie Database,tt1576690
 8.2/10, Internet Movie Database,tt0061512
100%, Rotten Tomatoes,tt0061512
 91/100, Metacritic,tt0061512
 7.3/10, Internet Movie Database,tt0087433
100%, Rotten Tomatoes,tt0087433
 6.3/10, Internet Movie Database,tt1854248
 7.9/10, Internet Movie Database,tt1362429
 7.0/10, Internet Movie Database,tt0116483
60%, Rotten Tomatoes,tt0116483
 31/100, Metacritic,tt0116483
 6.3/10, Internet Movie Database,tt0178451
 6.6/10, Internet Movie Database,tt1095109
 6.2/10, Internet Movie Database,tt0114923
 9.7/10, Internet Movie Database,tt3695606
 5.4/10, Internet Movie Database,tt0085494
 7.6/10, Internet Movie Database,tt0410165
 9.3/10, Internet Movie Database,tt0950505
 5.2/10, Internet Movie Database,tt0366268
 6.5/10, Internet Movie Database,tt0875140
 7.7/10, Internet Movie Database,tt0077287
 6.2/10, Internet Movie Database,tt0329679
 5.9/10, Internet Movie Database,tt1391583
 7.2/10, Internet Movie Database,tt0031148
 6.5/10, Internet Movie Database,tt1175018
 7.8/10, Internet Movie Database,tt1316091
 7.4/10, Internet Movie Database,tt0271679
 6.5/10, Internet Movie Database,tt1219801
 7.7/10, Internet Movie Database,tt0193229
 4.7/10, Internet Movie Database,tt1971382
 7.2/10, Internet Movie Database,tt0035130
 7.7/10, Internet Movie Database,tt0382217
 8.0/10, Internet Movie Database,tt1490557
 8.6/10, Internet Movie Database,tt0846672
 7.2/10, Internet Movie Database,tt1436569
 7.6/10, Internet Movie Database,tt0428554
63%, Rotten Tomatoes,tt0428554
 6.0/10, Internet Movie Database,tt2356058
 5.8/10, Internet Movie Database,tt1560974
 5.5/10, Internet Movie Database,tt0289293
 7.9/10, Internet Movie Database,tt0332618
 5.4/10, Internet Movie Database,tt0172341
 6.4/10, Internet Movie Database,tt1399198
 6.8/10, Internet Movie Database,tt0055854
 6.3/10, Internet Movie Database,tt0076218
 6.2/10, Internet Movie Database,tt0095717
 5.1/10, Internet Movie Database,tt2520610
 6.6/10, Internet Movie Database,tt1894479
 7.4/10, Internet Movie Database,tt2549996
 7.3/10, Internet Movie Database,tt0043942
 6.0/10, Internet Movie Database,tt1802504
 8.4/10, Internet Movie Database,tt1989542
 7.0/10, Internet Movie Database,tt0415739
 2.9/10, Internet Movie Database,tt0496306
 7.8/10, Internet Movie Database,tt1378319
 3.0/10, Internet Movie Database,tt0474580
